four_people,median_income,one_person,percent_college,percent_lunch,percent_married,rate_unemployment,three_people,two_people,zip_code,average_act
2148.0,39688.0,1504.0,0.437960339943343,0.666019417475728,0.479245283018868,0.213130659767141,879.0,1889.0,33935,17.0757020757021
2299.0,25625.0,5240.0,0.361014420686226,0.625239005736138,0.317357512953368,0.168470906630582,2467.0,6107.0,11103,18.6630036630037
2801.0,74250.0,3665.0,0.582558571959836,0.164519906323185,0.812743190661479,0.0397074190177638,2409.0,5612.0,17112,22.6923076923077
2530.0939715649124,137688.0,2237.575917820698,0.979089219330855,0.124454148471616,0.830792682926829,0.0580310880829016,1616.5907192471393,3643.967515676427,2445,26.3553113553114
1807.0,44984.0,2702.0,0.556643356643357,0.24232633279483,0.895238095238095,0.0575826681870011,1892.0,4450.0,37379,20.5
2227.0,134500.0,1944.0,0.932030586236194,0.0581073602656336,0.959942775393419,0.051307847082495,1395.0,2597.0,48176,24.4
425.0,62464.0,714.0,0.461975835110163,0.273476112026359,0.736206896551724,0.108515448379804,356.0,858.0,54157,23.7
4535.0,20018.0,4304.0,0.177675585284281,0.857634902411022,0.328103683492497,0.166265060240964,2712.0,3939.0,78207,16.8559218559219
650.0,50868.0,519.0,0.559609455292909,0.236702127659574,0.691364333163005,0.035497572815534,365.0,730.0,65648,22.6
2336.0,17523.0,2449.0,0.325330132052821,0.791618160651921,0.282069970845481,0.170756134201302,1400.0,2317.0,77020,14.2185592185592
655.0,30161.0,1240.0,0.481327800829876,0.469879518072289,0.660862982588948,0.124081279723303,767.0,1265.0,38382,18.6
1218.0,40614.0,2381.0,0.668133802816901,0.414847161572052,0.716171617161716,0.0601390148080991,1401.0,2539.0,40351,19.5
287.0,52303.0,501.0,0.581395348837209,0.257692307692308,0.720288115246098,0.0799347471451876,155.0,769.0,61048,21.1
2414.480408921734,116830.0,2313.860372201569,0.855352303523035,0.854545454545454,0.742177722152691,0.0412482065997131,1573.234869233963,3474.7718036946417,2129,16.2210012210012
3259.0,102426.0,1952.0,0.901755305213518,0.223241590214067,0.877431906614786,0.0305980528511822,1865.0,4591.0,43082,23.0
2371.0,32270.0,3366.0,0.320255863539446,0.298019801980198,0.494800693240901,0.172853828306265,1616.0,3306.0,70663,20.3
2181.0,59738.0,2105.0,0.66958722741433,0.294599018003273,0.682008368200837,0.041142613515242,1640.0,3588.0,32327,22.3504273504273
400.0,53043.0,667.0,0.609950248756219,0.337931034482759,0.745198463508323,0.0587337909992372,310.0,616.0,44440,21.0
58.0,27500.0,444.0,0.581137309292649,0.912343470483005,0.40495867768595,0.0358208955223881,109.0,192.0,37408,14.3
281.0,52303.0,287.0,0.451866404715128,0.306034482758621,0.677227722772277,0.0628997867803838,212.0,366.0,46044,19.8107448107448
7397.0,39684.0,3391.0,0.519586741282824,0.877225011410315,0.366159355416294,0.114528101802757,3036.0,4922.0,78596,21.3980463980464
287.0,55806.0,120.0,0.549913941480207,0.43579766536965,0.720098643649815,0.125867195242815,197.0,373.0,48857,17.5
1196.0,36120.0,2473.0,0.636411889596603,0.307788944723618,0.727590221187427,0.0692350642099386,1210.0,3345.0,54501,22.3
3111.0,55050.0,9145.0,0.741927083333333,0.774244833068362,0.457215836526181,0.0866790747141718,4009.0,8245.0,11238,15.8302808302808
680.0,31577.0,668.0,0.413710641689916,0.415349887133183,0.622861586314152,0.121643835616438,363.0,1296.0,45660,20.0
485.0,63352.0,390.0,0.622031473533619,0.163090128755365,0.806880375293198,0.0392813641900122,274.0,810.0,53021,21.6
2306.0,76558.0,1779.0,0.725043177892919,0.305009511731135,0.687047465808528,0.0264569842738205,1356.0,3513.0,70791,20.7
5741.0,69353.0,3163.0,0.726652831307441,0.323232323232323,0.729756097560976,0.0938028169014084,3115.0,6193.0,28110,24.2063492063492
4847.0,27556.0,5703.0,0.38457269700333,0.605493133583021,0.490591397849462,0.162018592297477,3353.0,7925.0,44077,18.0
733.0,58958.0,806.0,0.462539774370842,0.170046801872075,0.840968020743302,0.0535879273175239,409.0,1172.0,44255,22.0
5021.0,86196.0,4247.0,0.780214303513581,0.441880341880342,0.706077872744539,0.132741238598176,3566.0,5826.0,30253,20.7387057387057
383.0,36818.0,327.0,0.480286738351254,0.428571428571429,0.61566265060241,0.136954858454476,208.0,481.0,45771,19.0
103.0,45987.0,195.0,0.604040404040404,0.269230769230769,0.885885885885886,0.0615901455767077,59.0,292.0,54624,21.1
1231.0,44167.0,646.0,0.413333333333333,0.343558282208589,0.730169050715215,0.0686015831134565,553.0,1380.0,46761,20.4969474969475
2785.0,106302.0,2154.0,0.916955017301038,0.162755488266465,0.924177396280401,0.0599135268684373,1733.0,4496.0,48236,22.0
218.0,42396.0,342.0,0.435328589367936,0.253405994550409,0.666026871401152,0.0744728577837595,138.0,511.0,54499,20.8
1587.0,43314.0,2602.0,0.391304347826087,0.313213703099511,0.512087912087912,0.100215517241379,1346.0,3488.0,17044,22.0573870573871
2300.0,43293.0,3145.0,0.686844613918017,0.398913043478261,0.551430781129157,0.0821976149914821,1754.0,3443.0,46815,20.7362637362637
2124.336392311575,64783.0,2504.1955192956407,0.576345660930062,0.133333333333333,0.661899897854954,0.0861500412201154,1464.4057493578318,3052.5303741789585,1057,20.6410256410256
653.0,44028.0,1153.0,0.491003460207612,0.245430809399478,0.84185303514377,0.13968253968254,454.0,1318.0,47424,20.4529914529915
1818.0,37835.0,1998.0,0.648849005072181,0.171875,0.267057960381511,0.080225498699046,1429.0,2541.0,64063,23.0
900.0,44688.0,1093.0,0.576357635763576,0.236462093862816,0.570734669095325,0.0672926447574335,398.0,1351.0,46072,20.98778998779
2274.0,46250.0,2505.0,0.494912118408881,0.350226244343891,0.4,0.0506976744186046,1598.0,3789.0,78411,19.9328449328449
772.0,63472.0,547.0,0.573268360598677,0.195180722891566,0.845170454545455,0.0946571308371897,525.0,934.0,75495,21.2515262515263
3338.0,51890.0,4146.0,0.619729953155139,0.474683544303797,0.648694665153235,0.0712401055408971,2551.0,5698.0,40299,17.8
2234.723161033649,84616.0,2431.6633150717175,0.696505608283003,0.153577661431065,0.683587140439932,0.0812236286919831,1505.8072713958259,3213.4193277054965,1516,21.3003663003663
901.0,40289.0,2073.0,0.486693548387097,0.277227722772277,0.590975254730713,0.0684803001876173,695.0,2167.0,44875,22.0
395.0,16563.0,4010.0,0.44149459193707,0.21255230125523,0.035778175313059,0.246376811594203,409.0,2068.0,37203,26.8
2239.7598502092087,85523.0,2428.3595981606354,0.743969298245614,0.127485380116959,0.823431426985008,0.0479432624113475,1507.699176720659,3220.7992529221497,2035,22.8144078144078
1777.0,70179.0,3975.0,0.792596348884381,0.275390625,0.876075731497418,0.0705394190871369,1790.0,4294.0,48603,20.3
2090.0505949022163,58625.0,2526.701270281142,0.564528301886792,0.189003436426117,0.454621149042465,0.112084063047285,1451.5414949512926,3002.5364432585893,8724,20.9096459096459
2178.2376712454184,74396.0,2469.043319003173,0.597473684210526,0.723830197780994,0.657170923379175,0.0896805896805897,1484.6280629663515,3130.5294296232296,2301,18.1013431013431
466.0,41885.0,559.0,0.470151889791593,0.456591639871383,0.7313769751693,0.115188109614491,274.0,974.0,49421,18.7
2746.0,45476.0,2361.0,0.565417867435159,0.197177251971773,0.592005513439008,0.100120264582081,2087.0,4326.0,64015,22.6
931.0,41389.0,1808.0,0.366447034972124,0.56350626118068,0.665148063781321,0.087956698240866,637.0,1960.0,63857,20.6
3000.0,150785.0,3232.0,0.939032697547684,0.141449861076029,0.928092042186002,0.0690566037735849,1721.0,3574.0,60525,24.3
1966.0,21600.0,4295.0,0.532445923460898,0.467889908256881,0.199255121042831,0.203683640303359,1472.0,3670.0,46205,20.97557997558
397.0,74223.0,278.0,0.644761459307764,0.160520607375271,0.72318339100346,0.0446702907114157,213.0,367.0,54180,23.0
2338.968836037725,103361.0,2363.113500012118,0.792557203922555,0.00732600732600733,0.77772373540856,0.0693759071117562,1544.9060041892353,3365.493335154165,7645,24.5238095238095
1932.0,32246.0,2349.0,0.593687374749499,0.523775727466288,0.559423769507803,0.104028863499699,2003.0,2923.0,28083,19.7619047619048
1588.0,37019.0,2316.0,0.434092112228692,0.407788390889052,0.391188251001335,0.203252032520325,942.0,2723.0,53548,21.3
877.0,34320.0,843.0,0.301431127012522,0.545966228893058,0.707736389684814,0.072618254497002,687.0,1167.0,31510,18.6141636141636
933.0,34148.0,1142.0,0.395066413662239,0.47032967032967,0.570454545454545,0.0957999056158565,784.0,1936.0,46036,21.1758241758242
2053.278386788862,52026.0,2550.8549156732583,0.620299689001979,0.130742049469965,0.641325536062378,0.0645342312008979,1437.7530889965242,2949.031360654655,1230,23.1074481074481
2250.416707726231,87423.0,2421.4229480954796,0.817270194986072,0.273469387755102,0.913373860182371,0.0327181208053691,1511.6991420640427,3236.2276983796955,2472,22.2039072039072
608.0,65403.0,1218.0,0.597422289613343,0.205374280230326,0.774757281553398,0.0813507290867229,417.0,1647.0,44074,22.0
2502.0,62716.0,2625.0,0.590735694822888,0.3550978371033876,0.714285714285714,0.0357741755170486,1333.0,3148.0,45248,22.0
6985.0,30330.0,7415.0,0.453301127214171,0.855614973262032,0.49384236453202,0.209129511677282,4839.0,5006.0,10457,16.8559218559219
2199.0,39560.0,2034.0,0.541255984229794,0.246812386156648,0.73732970027248,0.0877245508982036,1568.0,3578.0,63755,22.3
96.0,36523.0,184.0,0.397111913357401,0.383275261324042,0.734432234432234,0.105708245243129,43.0,131.0,63561,19.4
10336.0,79474.0,6031.0,0.676571428571429,0.226044226044226,0.917261055634807,0.0350109409190372,6066.0,10144.0,75070,23.1074481074481
9056.0,40024.0,1512.0,0.341750841750842,0.857582755966128,0.61870760442699,0.133892617449664,2694.0,2604.0,78046,16.4896214896215
934.0,42019.0,3722.0,0.655354449472097,0.5890625,0.19094247246022,0.103829787234043,1047.0,2326.0,44123,17.0
2099.2431178205497,60256.0,2520.764346441178,0.601673899566026,0.291457286432161,0.76014427412083,0.101492537313433,1454.9980741603774,3015.825947921086,7204,19.8107448107448
378.0,50179.0,2613.0,0.532359081419624,0.796407185628742,0.8125,0.0244590780809031,550.0,956.0,53233,13.2
331.0,39195.0,316.0,0.41768826619965,0.358024691358025,0.812587412587413,0.0689305625950329,206.0,581.0,54722,23.1
1408.0,27188.0,3959.0,0.632610939112487,0.489448051948052,0.0607734806629834,0.0687285223367698,1345.0,3995.0,33705,18.4188034188034
1090.0,27381.0,3450.0,0.580645161290323,0.991803278688525,0.416107382550336,0.242030696576151,889.0,1969.0,30314,18.2722832722833
1695.0,82383.0,3017.0,0.769630914045083,0.117326057298772,0.915375446960667,0.0554335894621295,1130.0,3644.0,44514,22.0
1003.0,67936.0,1135.0,0.749799518845229,0.1796875,0.871296296296296,0.0396613190730838,593.0,1719.0,49127,22.4
10590.0,30564.0,7800.0,0.310652920962199,0.801302931596091,0.232970027247956,0.23309053069719,6594.0,6409.0,11208,15.9279609279609
656.0,44593.0,561.0,0.432210899424014,0.494974874371859,0.634536317953403,0.149103747963064,573.0,1112.0,31537,18.980463980464
1883.0,61806.0,4487.0,0.920138888888889,0.996875,0.780068728522337,0.107503607503608,2115.0,4578.0,30316,17.002442002442
2723.0,30093.0,2986.0,0.409512761020882,0.780346820809249,0.538851351351351,0.10958904109589,2389.0,4240.0,79915,15.8058608058608
693.0,25180.0,1192.0,0.513429106808245,0.509234828496042,0.544401544401544,0.160152931180969,720.0,1357.0,28320,17.1489621489621
606.0,41021.0,240.0,0.436447672499175,0.702564102564103,0.648275862068965,0.104797391709362,172.0,398.0,45652,20.0
296.0,59375.0,395.0,0.622569089048106,0.121290322580645,0.726483357452967,0.10896898575021,160.0,557.0,60071,22.5
4397.0,58209.0,1871.0,0.525454545454546,0.7662100456621,0.626631853785901,0.0813953488372093,2131.0,2541.0,11418,16.9291819291819
4600.0,35024.0,4993.0,0.418455623197693,0.71198318149965,0.683734939759036,0.0467625899280576,3805.0,6243.0,70072,17.4
1123.0,53229.0,1534.0,0.503298774740811,0.26986301369863,0.550943396226415,0.101066531234129,830.0,1743.0,61764,19.7
4242.0,25795.0,8593.0,0.422943221320973,0.575512405609493,0.364532019704433,0.310526315789474,4422.0,9711.0,44035,21.0
1486.0,71615.0,1041.0,0.731698521456906,0.169888097660224,0.786331500392773,0.0301708469647401,1028.0,1935.0,53532,23.0
1515.0,104583.0,16666.0,0.968161522034556,0.870550161812298,0.804824561403509,0.046189376443418,2339.0,8161.0,10016,13.6324786324786
233.0,57688.0,253.0,0.649339207048458,0.285714285714286,0.642969984202212,0.0356435643564356,151.0,407.0,62548,20.7
3362.0,15492.0,6355.0,0.415716096324461,0.51487414187643,0.115702479338843,0.186520376175549,2835.0,7503.0,15301,20.8119658119658
463.0,36688.0,859.0,0.554978916639637,0.485096870342772,0.678759894459103,0.116973415132924,517.0,999.0,28339,19.4444444444444
54.0,40980.0,75.0,0.387526278906797,0.425414364640884,0.846041055718475,0.0301826846703733,25.0,157.0,54563,21.8
643.0,67981.0,959.0,0.622750838670326,0.193460490463215,0.766447368421053,0.12279488066413,552.0,899.0,60401,21.5
1951.2336278842745,33606.0,2618.18666249866,0.255172413793103,0.750943396226415,0.277498202731848,0.147821290678434,1399.4812562054756,2799.579616445936,7514,15.5616605616606
3733.0,39792.0,4294.0,0.47165160230074,0.806451612903226,0.280898876404494,0.181403828623519,3011.0,3164.0,10455,18.0769230769231
531.0,58977.0,381.0,0.420099711361847,0.237623762376238,0.895038167938931,0.0554513795874632,317.0,665.0,54411,22.7
2542.0,54801.0,5845.0,0.707201086956522,0.450276243093923,0.430656934306569,0.0673896204492641,2695.0,5774.0,11217,20.5921855921856
258.0,38750.0,379.0,0.41991341991342,0.438931297709924,0.490174672489083,0.0292022792022792,146.0,309.0,78118,19.9084249084249
1510.0,25165.0,269.0,0.243826195686152,0.90607210626186,0.649326805385557,0.149410222804718,632.0,863.0,79849,17.9059829059829
2392.0,20714.0,4199.0,0.734259259259259,0.257317073170732,0.494764397905759,0.068733850129199,1994.0,4881.0,43402,23.0
2403.0,60158.0,1590.0,0.619086460032626,0.201856148491879,0.732901367890569,0.0643153526970954,1318.0,3071.0,30549,22.5946275946276
1539.0,60833.0,1465.0,0.523235800344234,0.566308243727599,0.736636245110821,0.0479638009049774,862.0,1565.0,79403,18.1501831501831
2392.0,32917.0,4741.0,0.618957345971564,0.46962962962963,0.686018957345972,0.123842592592593,1842.0,4464.0,62002,19.4
2167.0,55521.0,3828.0,0.665898617511521,0.421596244131455,0.521538461538462,0.146708463949843,1911.0,3879.0,27804,19.3711843711844
181.0,56899.0,355.0,0.626199616122841,0.236486486486486,0.884057971014493,0.0892947742262811,180.0,489.0,44656,22.0
157.0,34572.0,262.0,0.381133873272987,0.544117647058823,0.718048780487805,0.0704676489429853,156.0,322.0,45682,21.0
345.0,38494.0,461.0,0.473591549295775,0.322335025380711,0.669079627714581,0.110422535211268,197.0,607.0,16743,20.8852258852259
2108.910631589908,62010.0,2514.3670061450234,0.695216049382716,0.158966327329679,0.940709046454768,0.0474366529169122,1458.6261851521529,3030.0778971204963,44232,23.0
511.0,42696.0,577.0,0.491635951233343,0.434971098265896,0.670514165792235,0.0741811175337187,270.0,761.0,28366,20.6654456654457
250.0,36375.0,502.0,0.526428190069407,0.437125748502994,0.837638376383764,0.0582865168539326,157.0,597.0,76444,20.6898656898657
2883.0,29612.0,3076.0,0.468559837728195,0.355633802816901,0.402001668056714,0.150122249388753,2314.0,4703.0,27205,22.5946275946276
1412.0,47011.0,1630.0,0.496280868789051,0.311557788944724,0.667715544367527,0.0651864503273555,1208.0,3177.0,54937,19.8
2773.0,58000.0,3516.0,0.604938271604938,0.18348623853211,0.64330844342332,0.0709964979305954,1912.0,4448.0,45150,23.0
196.0,42308.0,112.0,0.485714285714286,0.243654822335025,0.602409638554217,0.0220517737296261,98.0,235.0,76861,22.5702075702076
389.0,61543.0,434.0,0.603402646502836,0.195035460992908,0.732739420935412,0.0683039140445127,196.0,744.0,61063,21.0
2204.027376138253,79107.0,2451.825482535211,0.883333333333333,0.24203187250996,0.7246090550594637,0.124365482233503,1494.2938676789588,3168.7207511007828,1002,25.4761904761905
2672.0,72364.0,1744.0,0.632629777524244,0.24866785079929,0.685096153846154,0.0702023298589822,1845.0,4142.0,43062,21.0
186.0,43438.0,304.0,0.417994376757263,0.529069767441861,0.530386740331492,0.123893805309735,155.0,606.0,43943,20.0
2154.0,39133.0,3862.0,0.715780296425458,0.257861635220126,0.746492048643592,0.0470178493687418,1990.0,4811.0,98926,22.5702075702076
2821.0,25565.0,3171.0,0.365125240847784,0.824157764995892,0.669144981412639,0.149326805385557,1660.0,2604.0,46312,16.6630036630037
7540.0,109205.0,3822.0,0.784712799638173,0.224598930481283,0.672787979966611,0.0799136069114471,4316.0,7150.0,76063,19.8351648351648
1565.0,60870.0,1305.0,0.529411764705882,0.135575942915392,0.77008652657602,0.0664256665160416,946.0,2092.0,17517,22.4725274725275
474.0,80135.0,502.0,0.758448060075094,0.0435294117647059,0.801901743264659,0.0622222222222222,409.0,940.0,44286,25.0
5635.0,48250.0,1650.0,0.749049429657795,0.343824511206485,0.855072463768116,0.0,3364.0,3638.0,33178,20.6654456654457
326.0,38851.0,3327.0,0.433850364963504,0.257604562737643,0.168253968253968,0.130797290255341,279.0,2660.0,34236,21.1294261294261
305.0,46389.0,357.0,0.601518026565465,0.29940119760479,0.704156479217604,0.0705045278137128,152.0,624.0,61085,20.0
448.0,72727.0,264.0,0.606393039530925,0.219512195121951,0.844289235825801,0.0656208572691118,306.0,612.0,76259,22.4725274725275
1608.0,81184.0,1867.0,0.694276094276094,0.0658227848101266,0.968265682656827,0.0708494888967219,1276.0,3474.0,44131,23.0
1315.0,27123.0,944.0,0.408882082695253,0.771812080536913,0.540241977906365,0.17296786389414,497.0,1070.0,78559,17.0757020757021
817.0,51280.0,1094.0,0.598458304134548,0.49003984063745,0.809980806142035,0.11490815890645,560.0,1287.0,48509,16.9
6811.0,52539.0,6849.0,0.441200657894737,0.853394181403309,0.525870178739417,0.202948402948403,4861.0,7442.0,60634,16.8
2704.0,81154.0,2061.0,0.772004241781548,0.224222585924714,0.899656357388316,0.0632506004803843,1771.0,3814.0,44685,23.0
3092.0,53693.0,1927.0,0.738005390835579,0.0647359454855196,0.644618834080718,0.0687022900763359,1600.0,3699.0,45244,25.0
568.0,47960.0,727.0,0.650088183421517,0.351800554016621,0.590074779061863,0.0309945504087193,316.0,947.0,98672,22.5946275946276
3410.0,26268.0,4322.0,0.467751141552511,0.769561815336463,0.316498316498317,0.177413733008017,2538.0,6081.0,18104,18.1013431013431
651.0,47146.0,466.0,0.46491849751949,0.317528735632184,0.789641434262948,0.0795498641831587,397.0,595.0,49343,18.9
9027.0,47625.0,11428.0,0.653976311336717,0.993392070484581,0.175298804780877,0.145116279069767,6763.0,9117.0,10467,15.6349206349206
370.0,52566.0,825.0,0.54228855721393,0.193965517241379,0.584592145015106,0.05078125,385.0,1506.0,61036,22.1
