four_people,median_income,one_person,percent_college,percent_lunch,percent_married,rate_unemployment,state,three_people,two_people,zip_code,average_act
611.0,125100.0,992.0,0.915,0.000265886732252061,0.910141206675225,0.0416961130742049,IL,504.0,1158.0,60069,26.5
2416.0,48375.0,2639.0,0.559483344663494,0.434426229508197,0.503174603174603,0.0732155997056659,TN,1450.0,3464.0,37355,20.0
1463.0,30345.0,2136.0,0.397819314641745,0.595744680851064,0.316860465116279,0.184439973172368,FL,1547.0,3361.0,32926,20.006105006105
1853.6702305311896,19891.0,2706.5268812584013,0.450704225352113,0.985148514851485,0.27972027972028,0.232464929859719,OH,1365.9122998641192,2712.8312545267404,44555,18.0
3683.0,78250.0,2931.0,0.733709981167608,0.292118582791034,0.895465393794749,0.0849509496973492,TN,2188.0,5140.0,37363,19.5
1010.0,68015.0,606.0,0.69829619921363,0.146596858638743,0.786861313868613,0.0670553935860058,TX,599.0,1216.0,78642,22.3260073260073
884.0,39473.0,1930.0,0.606788710907704,0.46144578313253,0.584345479082321,0.0609705516383243,IN,865.0,1389.0,46107,20.8339438339438
1617.0,29267.0,2842.0,0.580425531914894,0.536144578313253,0.452261306532663,0.0905874026893135,KY,1513.0,3097.0,40422,19.5
1597.0,34273.0,2773.0,0.478367346938776,0.424242424242424,0.478947368421053,0.0708812260536398,OH,1266.0,2886.0,45638,19.0
1777.0,70179.0,3975.0,0.792596348884381,0.275390625,0.876075731497418,0.0705394190871369,MI,1790.0,4294.0,48603,20.3
2200.4118989986437,76214.0,2442.29124959532,0.542515811665495,0.305555555555556,0.620944792259533,0.0551570615879298,NJ,1492.7167235672782,3134.585016866101,8812,21.3736263736264
283.0,40039.0,353.0,0.30848190167477,0.4983071675876757,0.664932362122789,0.146473779385172,OH,215.0,494.0,45390,20.0
1731.0,43377.0,3404.0,0.550957381099444,0.418131359851989,0.352777777777778,0.135474860335196,IL,1689.0,4100.0,61611,18.7
3489.0,83359.0,3906.0,0.703782405439864,0.210280373831776,0.718776550552252,0.127015144113337,NC,2694.0,4959.0,28306,22.0573870573871
1673.0,38598.0,2499.0,0.597447395653674,0.415735567970205,0.642857142857143,0.0850327048864948,FL,1871.0,2605.0,33314,21.5201465201465
943.0,50051.0,1078.0,0.546805736636245,0.227678571428571,0.842991913746631,0.0512202470623682,PA,657.0,1556.0,17756,21.0805860805861
195.0,48404.0,299.0,0.526281635301752,0.34375,0.808510638297872,0.0335120643431635,WI,163.0,332.0,54616,23.1
336.0,51152.0,287.0,0.353670634920635,0.853146853146853,0.833832335329341,0.14913844325609,OH,143.0,469.0,43945,19.0
6999.0,31817.0,4545.0,0.485180412371134,0.843703703703704,0.729885057471264,0.0873239436619718,WI,3265.0,4520.0,53215,14.1
162.0,49792.0,115.0,0.67192429022082,0.352657004830918,0.894888408927286,0.0723747980613893,IL,122.0,263.0,62360,18.4
2489.0,62755.0,3186.0,0.561631944444444,0.784982935153584,0.668715083798883,0.123945489941596,IL,1605.0,3440.0,61109,17.2
515.0,36811.0,596.0,0.44780376497433,0.465804066543438,0.668263473053892,0.0936431989063568,KY,409.0,831.0,42347,18.7
965.0,83727.0,1152.0,0.774484536082474,0.105651105651106,0.796932067202337,0.0566520467836257,PA,725.0,2496.0,15668,23.1562881562882
551.0,29322.0,826.0,0.394775570272259,0.707589285714286,0.328609986504723,0.167895878524946,MO,227.0,511.0,64053,17.7
169.0,42332.0,239.0,0.509462300991289,0.433070866141732,0.765556253928347,0.0707737440410708,MO,91.0,349.0,64671,20.7
82.0,31567.0,67.0,0.517575322812052,0.672680412371134,0.634865568083261,0.0816326530612245,KY,121.0,55.0,41605,19.2
2253.0,51108.0,1693.0,0.484873262469338,0.548543689320388,0.718162839248434,0.0534415221040851,TX,1326.0,2004.0,78621,18.980463980464
2059.887203346303,53416.0,2549.239621505347,0.599480326651819,0.420974889217134,0.420796890184645,0.125297383029342,NJ,1441.3183270697343,2963.8365204633756,8619,19.3956043956044
1574.0,42979.0,4071.0,0.59920424403183,0.273927392739274,0.632549268912905,0.0765864332603939,FL,1680.0,5595.0,32127,23.2783882783883
1863.0,75320.0,2179.0,0.842105263157895,0.0712328767123288,0.810975609756098,0.0663716814159292,OH,926.0,2619.0,44147,25.0
1943.9311569420481,34523.0,2637.8974933421737,0.413333333333333,0.981046931407942,0.508771929824561,0.181313598519889,GA,1398.9310662560974,2822.445190439722,31010,18.2234432234432
2289.0,62078.0,4109.0,0.594220349187237,0.352800953516091,0.672058823529412,0.114201183431953,DE,1883.0,3684.0,19713,14.980463980464
2002.7647570478703,44115.0,2592.884874112407,0.462863933452169,0.593264248704663,0.539184952978056,0.12128801431127,NJ,1420.4375098098476,2894.241370674621,7734,19.1269841269841
627.0,44029.0,1196.0,0.534302759134974,0.357894736842105,0.535901926444834,0.0758889852558543,NC,543.0,1840.0,27052,19.5421245421245
396.0,65852.0,490.0,0.73931808372896,0.250403877221325,0.72046783625731,0.142705570291777,KY,405.0,906.0,41169,21.7
3853.0,25500.0,6264.0,0.404336734693878,0.800353356890459,0.480769230769231,0.242173112338858,NC,3320.0,5846.0,28216,15.7081807081807
3131.0,46602.0,2033.0,0.539971448965025,0.4082774049217,0.82188679245283,0.117535903250189,IL,1632.0,2294.0,60459,18.7
423.0,37235.0,935.0,0.599312714776632,0.37467018469657,0.58169014084507,0.081255028157683,MI,349.0,1089.0,49913,20.4
1403.0,88088.0,5565.0,0.802125320630268,0.571759259259259,0.667682926829268,0.0944272445820433,TX,1641.0,4731.0,77004,20.3235653235653
853.0,86207.0,886.0,0.818062253397633,0.0666666666666667,0.852078239608802,0.048845947396672,MI,584.0,1765.0,48138,22.7
563.0,24957.0,879.0,0.432318992654774,0.440347071583514,0.586291309669523,0.135240572171652,NC,472.0,1107.0,28675,20.6166056166056
4768.0,44029.0,5538.0,0.392244418331375,0.498381877022654,0.560041407867495,0.0749933984684447,KY,3564.0,7527.0,42101,19.0
1890.0,77425.0,565.0,0.762384550797649,0.103286384976526,0.700716845878136,0.0997229916897507,WA,943.0,1553.0,98065,23.3760683760684
3008.0,23835.0,5852.0,0.337236533957845,0.835489833641405,0.0394349617422013,0.278449144008056,TN,2664.0,4993.0,38109,14.5
2801.0,74250.0,3665.0,0.582558571959836,0.164519906323185,0.812743190661479,0.0397074190177638,PA,2409.0,5612.0,17112,22.6923076923077
1757.0,48342.0,3095.0,0.592675635276532,0.474022183304145,0.428801287208367,0.0654577620521893,IL,1362.0,2856.0,61244,18.3
1724.0,58559.0,2486.0,0.719362745098039,0.305431309904153,0.810326659641728,0.0629107981220657,TX,1358.0,3224.0,77627,21.3247863247863
9.0,44676.0,22.0,0.503067484662577,0.266331658291457,0.747404844290657,0.0526315789473684,WI,8.0,30.0,53817,21.8
2169.533478256404,71205.0,2465.795930585123,0.634561626429479,0.378109452736318,0.582491582491583,0.095886822111606,MA,1481.4226041741194,3097.0662139761093,2571,20.5677655677656
392.0,46795.0,429.0,0.436889077773056,0.426356589147287,0.604330708661417,0.110348468848997,MI,341.0,759.0,49042,19.4
312.0,34916.0,771.0,0.519693654266958,0.46,0.595141700404858,0.0899357601713062,OH,340.0,881.0,43793,22.0
335.0,39617.0,267.0,0.544403892944039,0.475609756097561,0.758409785932722,0.0510046367851623,TX,115.0,543.0,78010,18.5653235653236
354.0,53079.0,619.0,0.59775641025641,0.41897233201581,0.454431960049938,0.0912778904665314,WA,277.0,923.0,99141,19.6642246642247
414.0,49023.0,487.0,0.612723214285714,0.320255474452555,0.600450196961171,0.110629790069977,GA,251.0,351.0,30295,19.957264957265
4231.0,67524.0,6159.0,0.683259587020649,0.322778345250255,0.741984732824427,0.0741553312856516,KY,2861.0,6823.0,42701,19.8
232.0,50869.0,695.0,0.350259665320254,0.568965517241379,0.776536312849162,0.0907759882869693,FL,310.0,829.0,32113,20.3235653235653
3130.0,58542.0,5098.0,0.739443155452436,0.459668508287293,0.877476155539252,0.0949311456196894,TN,2306.0,6241.0,37343,18.0
4592.0,37593.0,6615.0,0.558481797056545,0.906832298136646,0.468824940047962,0.212796208530806,NY,3390.0,6127.0,10032,14.95115995116
394.0,47857.0,181.0,0.450814332247557,0.257270693512304,0.699248120300752,0.0585851142225497,OH,133.0,428.0,44846,23.0
5137.0,102266.0,4054.0,0.744749596122779,0.28780487804878,0.76980365605958,0.0970708446866485,WA,3106.0,5355.0,98270,21.959706959707
10590.0,62070.0,7800.0,0.524271844660194,0.77807486631016,0.707386363636364,0.136596471257826,NY,6594.0,6409.0,11208,15.4639804639805
3260.0,52207.0,5620.0,0.655537006121313,0.397321428571429,0.671336206896552,0.0524611398963731,KY,2925.0,6232.0,42301,19.7
1046.0,34163.0,1569.0,0.396466431095406,0.347611202635914,0.357232704402516,0.137440758293839,IN,1035.0,2063.0,47167,20.8705738705739
2177.554045410645,72529.0,2459.597897305678,0.724233983286908,0.182389937106918,0.795580110497238,0.0649416539827499,MA,1484.3548512021719,3106.9990179621072,1749,22.5946275946276
2566.0,49764.0,2096.0,0.608895002292526,0.370865587614356,0.360205831903945,0.127288207747978,PA,1856.0,3031.0,18301,19.981684981685
15.0,47228.0,31.0,0.526838235294118,0.368670886075949,0.684986595174263,0.0479148181011535,PA,12.0,108.0,15612,20.7387057387057
3553.0,38656.0,5415.0,0.683111954459203,0.356589147286822,0.735966735966736,0.0372914622178607,WA,2537.0,6305.0,99205,21.4957264957265
1926.8830079116365,31766.0,2650.8195059166706,0.301611903285803,0.827054794520548,0.517258629314657,0.185730464326161,NJ,1392.6940012781536,2801.801427351615,7502,14.6581196581197
2427.0363761615727,113030.0,2269.588808398343,0.925814399124008,0.0766682442025556,0.725465041693393,0.0452276064610866,NJ,1575.5905171097897,3410.228237419031,8003,24.96336996337
1251.0,48125.0,1496.0,0.573942343691501,0.530586766541823,0.614337568058076,0.0426229508196721,TX,899.0,2091.0,75801,19.4444444444444
687.0,49018.0,759.0,0.544333807491702,0.460587326120556,0.54014598540146,0.146955503512881,NC,499.0,1166.0,27051,18.6874236874237
401.0,72232.0,268.0,0.626082251082251,0.260744985673352,0.880794701986755,0.0606601248884924,IN,217.0,810.0,47106,18.6190476190476
1461.0,85592.0,1633.0,0.799770114942529,0.119463087248322,0.813050233039876,0.0341801385681293,WI,1138.0,2589.0,53024,24.2
1680.0,61513.0,840.0,0.565746373420683,0.288888888888889,0.836448598130841,0.0893312914752425,KY,871.0,1783.0,41094,21.9
2227.0,18780.0,7198.0,0.446503287507472,0.995702005730659,0.0798755186721992,0.114840989399293,PA,2114.0,4463.0,19104,14.9023199023199
372.0,31686.0,476.0,0.532370749883558,0.454545454545455,0.808181818181818,0.0676650027731558,MO,256.0,739.0,65791,21.2
569.0,42802.0,3400.0,0.516010498687664,0.676113360323887,0.352845528455285,0.104882459312839,PA,879.0,2241.0,19123,20.1770451770452
2097.0,62833.0,2490.0,0.819379115710254,0.106170598911071,0.728033472803347,0.0704028021015762,OH,1182.0,2862.0,45255,24.0
1923.1000768410183,31172.0,2653.594230197746,0.359879032258065,0.747368421052632,0.36608557844691,0.0974534769833497,NJ,1391.3026287277585,2797.312073796722,7208,17.2222222222222
208.0,70705.0,201.0,0.521802325581395,0.141004862236629,0.756567425569177,0.0987720234917245,PA,156.0,618.0,18930,23.4004884004884
2494.497627637358,123974.0,2218.2521369336455,0.926138172556511,0.0406417112299465,0.831541218637993,0.0385756676557863,MA,1600.265517766409,3492.1952640386517,2090,24.8656898656899
3138.0,66536.0,3897.0,0.627129895994689,0.269938650306748,0.790389708664397,0.0236716192394863,WA,1937.0,5500.0,98908,21.8131868131868
2427.0,68571.0,4191.0,0.875195822454308,0.0838627700127065,0.675767918088737,0.0340057636887608,GA,2494.0,4973.0,31405,24.3528693528694
173.0,40404.0,276.0,0.335543090260071,0.437774524158126,0.592877767083734,0.0968320382546324,IN,99.0,459.0,47140,19.8107448107448
947.0,25566.0,1388.0,0.374473462510531,0.773967264224474,0.394842868654311,0.140421263791374,TX,540.0,1450.0,78204,17.5396825396825
1395.0,18194.0,2419.0,0.355018587360595,0.656862745098039,0.362126245847176,0.163682864450128,TX,1038.0,1396.0,75203,19.6642246642247
2392.0,20714.0,4199.0,0.734259259259259,0.257317073170732,0.494764397905759,0.068733850129199,OH,1994.0,4881.0,43402,23.0
175.0,49556.0,71.0,0.456218627997769,0.612403100775194,0.640217391304348,0.0971049457177322,WA,0.0,116.0,98923,17.4664224664225
1194.0,57647.0,1841.0,0.740139211136891,0.219633943427621,0.887867647058823,0.0121794871794872,PA,947.0,2616.0,16105,21.3003663003663
3224.0,52611.0,3658.0,0.598029556650246,0.227814569536424,0.7372634643377,0.125307125307125,NC,2472.0,5666.0,27295,21.6178266178266
1957.842297507519,36830.0,2627.052522402708,0.545408678102926,0.700934579439252,0.300456621004566,0.125775521714608,MA,1404.0023589054201,2839.6438304459825,1905,18.5897435897436
2845.0,19228.0,4746.0,0.398521505376344,0.0941408821593153,0.180722891566265,0.185680566483084,FL,1793.0,3465.0,32209,26.4529914529915
4179.0,46309.0,6416.0,0.602477876106195,0.971590909090909,0.623481781376518,0.1370664437944,PA,2666.0,5889.0,19148,13.8522588522589
1285.0,59915.0,5133.0,0.683286516853933,0.463075586446568,0.831168831168831,0.100414937759336,OH,1247.0,4347.0,44313,21.0
2678.0,47031.0,4300.0,0.612832824094282,0.390045248868778,0.646993318485523,0.0686232196806215,WI,1679.0,4376.0,54914,23.0
545.0,63584.0,451.0,0.526801667659321,0.189526184538653,0.783659378596087,0.045863309352518,IL,287.0,788.0,62615,20.1
1288.0,35444.0,2392.0,0.50703125,0.132192846034215,0.391709844559586,0.0931156222418358,PA,1083.0,2750.0,17821,22.5213675213675
397.0,52215.0,332.0,0.449220595181861,0.755813953488372,0.853448275862069,0.0818915801614764,OH,218.0,625.0,44470,20.0
755.0,39863.0,759.0,0.373145682769114,0.50253807106599,0.575691411935953,0.0226969292389853,TX,373.0,1032.0,78648,19.2979242979243
1582.0,93567.0,3526.0,0.86746563271061,0.12004662004662,0.919614147909968,0.0352983988355167,OH,999.0,2895.0,44116,24.0
1942.91221438784,34431.0,2638.3094490669505,0.680521310320535,0.597904387688278,0.291823899371069,0.144596090003689,MA,1398.5361594916494,2821.656843092585,1852,19.957264957265
880.0,25716.0,2009.0,0.417167381974249,0.35519801980198,0.460674157303371,0.0606516290726817,WI,771.0,2072.0,54409,21.8
2097.0,35179.0,2615.0,0.502751375687844,0.743427017225748,0.316762268961122,0.206191265892758,MO,1577.0,2428.0,64134,17.2
2542.0,54801.0,5845.0,0.707201086956522,0.450276243093923,0.430656934306569,0.0673896204492641,NY,2695.0,5774.0,11217,20.5921855921856
179.0,90434.0,99.0,0.814638371589433,0.0728476821192053,0.895596239485403,0.0416182283189956,IL,162.0,138.0,62693,22.9
2205.0,32256.0,5308.0,0.406922357343312,0.274922600619195,0.232618025751073,0.0941798941798942,FL,2221.0,4623.0,32547,23.4737484737485
1762.0,70260.0,2876.0,0.627272727272727,0.271861471861472,0.795994993742178,0.0649026460309536,IN,1536.0,3359.0,46322,20.6776556776557
1066.0,54779.0,1048.0,0.445005257623554,0.715846994535519,0.633543940264216,0.0534890869966185,PA,511.0,1271.0,17113,18.1013431013431
515.0,62275.0,582.0,0.598182735991923,0.16023166023166,0.844497607655502,0.125152625152625,MI,484.0,756.0,48003,20.3
327.0,43798.0,634.0,0.382133018496655,0.34593572778828,0.723227752639517,0.0722021660649819,LA,299.0,500.0,70342,21.0
1017.0,98140.0,8694.0,0.963706351388507,0.834905660377358,0.434599156118143,0.00967067433350758,TX,1355.0,5683.0,75204,17.1489621489621
2318.5952715118974,95428.0,2352.166242441018,0.749901999215994,0.0124610591900312,0.855614973262032,0.0469798657718121,NJ,1535.935061620584,3278.4629189798316,7764,21.9352869352869
2263.0,37813.0,4593.0,0.694194885970974,0.761467889908257,0.583250249252243,0.0926152590779274,MI,1996.0,4016.0,48071,16.9
9520.0,53854.0,7669.0,0.53871829105474,0.754901960784314,0.536842105263158,0.0800542740841248,NY,7229.0,8485.0,11236,15.4395604395604
118.0,44449.0,160.0,0.414373947220663,0.364864864864865,0.568588469184891,0.0594277329420396,PA,89.0,231.0,15344,19.8595848595849
1460.0,58860.0,1651.0,0.929765886287625,0.0380116959064327,0.735416666666667,0.0427027027027027,OH,935.0,2815.0,44022,25.0
1580.0,40847.0,4440.0,0.333762057877813,0.762463343108504,0.703125,0.103276353276353,TX,1441.0,3323.0,78212,16.5628815628816
2327.9917274918907,96932.0,2345.105275784512,0.619458128078818,0.0974539069359087,0.840182648401826,0.105696202531646,NJ,1539.3762136337573,3289.7408173895633,7462,22.1306471306471
1853.0,41779.0,3313.0,0.563741721854305,0.414423076923077,0.476764199655766,0.044362292051756,PA,1406.0,3250.0,17901,21.1294261294261
3115.0,68299.0,4375.0,0.684371184371184,0.160137457044674,0.729222520107239,0.0147058823529412,WI,2247.0,5274.0,53051,23.5
1286.0,84688.0,771.0,0.613992762364294,0.295546558704453,0.778947368421053,0.0543933054393305,WA,749.0,1697.0,98360,21.1538461538462
805.0,32996.0,1020.0,0.340881272949816,0.64171974522293,0.767141009055627,0.0453808752025932,GA,513.0,1115.0,31027,17.954822954823
5231.0,105395.0,1317.0,0.903764420157863,0.081165452653486,0.800123001230012,0.0450901803607214,IL,2844.0,3746.0,60564,25.6
1589.0,59085.0,1064.0,0.63499245852187,0.231590181430096,0.918437679494543,0.0826759230041022,TN,905.0,1762.0,37188,20.1
2603.0,54571.0,2580.0,0.477699041267195,0.422018348623853,0.662747979426892,0.0313102119460501,LA,1941.0,3646.0,70360,19.8
2297.0,24871.0,5415.0,0.328012769353552,0.511409395973154,0.30609597924773,0.19234360410831,OH,1963.0,4659.0,43213,18.0
393.0,41894.0,183.0,0.400546448087432,0.624595469255663,0.760750586395622,0.145308924485126,WA,164.0,450.0,98857,16.4163614163614
1275.0,66917.0,1003.0,0.61752808988764,0.414258188824663,0.770942408376963,0.0524849047840223,OH,536.0,2008.0,44054,21.0
1124.0,52837.0,1696.0,0.631316725978648,0.311778290993072,0.669191919191919,0.0139458572600492,IN,807.0,2280.0,46714,20.956043956044
574.0,56250.0,832.0,0.80053015241882,0.456896551724138,0.655763239875389,0.0341614906832298,OH,425.0,803.0,43460,21.0
1568.0,40321.0,2939.0,0.571506849315068,0.460271317829457,0.372763419483101,0.0635545556805399,IL,1334.0,3270.0,61938,19.9
532.0,79052.0,461.0,0.609302325581395,0.254826254826255,0.814694408322497,0.042433234421365,IL,337.0,944.0,61088,21.1
941.0,35938.0,1147.0,0.396610169491525,0.351697629724536,0.627039627039627,0.0753768844221105,NC,706.0,1760.0,28638,21.6910866910867
1456.0,23074.0,3108.0,0.399521531100478,0.294326241134752,0.255292652552927,0.182022471910112,TX,1544.0,2952.0,75460,21.959706959707
3419.0,37715.0,2399.0,0.470146137787056,0.208195637805684,0.542857142857143,0.190975020145044,OH,2024.0,4424.0,45036,23.0
2498.621384726076,124619.0,2215.2277419124894,0.766025641025641,0.106686701728024,0.926940639269406,0.0695053224796493,NJ,1601.7814476998506,3497.064818862633,8022,21.5201465201465
2065.224471061747,54241.0,2545.382702747486,0.469075520833333,0.645444566410538,0.553329023917259,0.118425007514277,NJ,1443.2830083442293,2970.071124310842,7508,18.2234432234432
1253.0,21823.0,828.0,0.16046277665996,0.648936170212766,0.461942257217848,0.15045766590389,TX,842.0,1144.0,78076,14.9267399267399
1547.0,41685.0,2055.0,0.317901234567901,0.434842249657064,0.536,0.0689444783404515,IN,1091.0,2138.0,47501,20.7997557997558
556.0,50469.0,966.0,0.51934583167132,0.235836627140975,0.759731543624161,0.0505140813589629,PA,594.0,1321.0,18801,21.7399267399267
1846.0,62800.0,1952.0,0.677451304060746,0.273250239693193,0.52864044168392,0.0587792012057272,TX,1600.0,3258.0,77632,20.9340659340659
1078.0,26850.0,2773.0,0.645786726323639,0.268929503916449,0.586138613861386,0.200763358778626,MI,1075.0,2821.0,49829,21.0
1476.0,69797.0,2067.0,0.813461538461538,0.237082066869301,0.668456375838926,0.0486155827430779,WA,1630.0,2588.0,98005,22.4725274725275
4492.0,86893.0,5089.0,0.772708304353874,0.437444146559428,0.744854946689809,0.0926684559966097,TX,3519.0,6009.0,75115,17.7106227106227
3992.0,38036.0,4686.0,0.5230044345898,0.372216330858961,0.829338446788111,0.0691651432053626,IL,2539.0,4422.0,60707,20.0
1532.0,25878.0,2714.0,0.303086997193639,0.742437337942956,0.225628448804414,0.283898305084746,FL,1236.0,2352.0,33916,16.3186813186813
325.0,61705.0,68.0,0.198700092850511,0.317254174397032,0.85663082437276,0.0264550264550265,PA,108.0,283.0,17535,22.8876678876679
1930.0,52458.0,4503.0,0.732237539766702,0.337585034013605,0.678571428571429,0.0475935828877005,WI,1556.0,4490.0,54304,22.4
275.0,36458.0,448.0,0.636528028933092,0.273408239700375,0.653386454183267,0.0723888314374354,IL,163.0,585.0,62806,19.2
8936.0,49000.0,2973.0,0.363325740318907,0.841315916787615,0.571022053592601,0.137791481981114,TX,4190.0,5334.0,78577,21.031746031746
1041.0,99352.0,533.0,0.842415827837556,0.0591016548463357,0.858718125430737,0.0273064687168611,OH,808.0,1517.0,43023,25.0
581.0,50357.0,745.0,0.608010955152345,0.252510760401722,0.821158690176322,0.0964098426784994,PA,334.0,972.0,18433,20.2991452991453
2580.0,97188.0,2335.0,0.878174603174603,0.1988821611551,0.843340234644583,0.0784734133790738,IL,1622.0,3293.0,60187,23.8
289.0,41014.0,245.0,0.501639344262295,0.4,0.57031857031857,0.0580290145072536,MO,164.0,334.0,64755,20.1
4396.0,38831.0,5162.0,0.743990384615385,0.219061691909863,0.639774859287054,0.115577889447236,MI,2728.0,6995.0,48439,21.1
415.0,57083.0,727.0,0.662371134020619,0.268011527377522,0.745327102803738,0.0503640776699029,IL,448.0,993.0,62675,20.6
1016.0,64941.0,753.0,0.695721077654517,0.242375601926164,0.752484191508582,0.0698529411764706,MI,742.0,1277.0,48875,19.5
103.0,43250.0,41.0,0.535642232683255,0.461756373937677,0.784799316823228,0.0838815789473684,NC,19.0,361.0,28772,21.4957264957265
3580.0,76222.0,2672.0,0.607839113482454,0.188381274675691,0.902484939759036,0.0384520581710624,GA,2330.0,4254.0,30265,21.5689865689866
