four_people,median_income,one_person,percent_college,percent_lunch,percent_married,rate_unemployment,three_people,total_estimate,two_people,zip_code,average_act
408.0,46574.0,421.0,0.377262443438914,0.506775067750677,0.788247213779129,0.0679554774458114,206.0,1480.0,445.0,44217,21.0
278.0,58750.0,220.0,0.647435897435897,0.12589928057554,0.634730538922156,0.0407407407407407,223.0,1253.0,532.0,64070,22.1
1667.0,33832.0,2583.0,0.581487341772152,0.289855072463768,0.451787648970748,0.116029822926375,1391.0,8386.0,2745.0,27886,21.8131868131868
2046.8300628977613,27787.0,2568.1228805993655,0.572018890200708,0.737762237762238,0.155,0.181953765846383,1441.0497236818626,9012.283101542507,2956.2804343588055,2119,18.1501831501831
4094.0,16908.0,3257.0,0.310924369747899,0.979591836734694,0.352380952380952,0.271914132379249,2120.0,12318.0,2847.0,49507,12.9
1216.0,48142.0,2750.0,0.514066496163683,0.17921146953405,0.695652173913043,0.0120967741935484,991.0,7525.0,2568.0,15017,21.0561660561661
2046.8300628678953,42538.0,2568.1228805573596,0.560371517027864,0.368131868131868,0.56809024979855,0.0793791574279379,1441.0497237494717,9012.283101542971,2956.2804343683206,1083,22.2771672771673
2087.0,59350.0,2294.0,0.49006993006993,0.234886025768087,0.718246292714378,0.0740215541690301,1872.0,10159.0,3906.0,17315,20.6166056166056
38.0,43469.0,26.0,0.375374091492091,0.423255813953488,0.727635327635328,0.0944111146195137,19.0,109.0,26.0,79350,18.2967032967033
2174.0,95208.0,3971.0,0.915269196822595,0.1561144839549,0.801266825019794,0.0243785850860421,1344.0,11519.0,4030.0,53213,24.1
2046.8300628573634,123225.0,2568.122880480349,0.768554150632216,0.0747863247863248,0.795483870967742,0.0765381218722402,1441.0497238347732,9012.283101545618,2956.280434376477,7470,23.034188034188
2046.8300628667694,81779.0,2568.122880541317,0.702819956616052,0.243084167157151,0.757466063348416,0.0906686815262561,1441.0497237663265,9012.283101543933,2956.2804343701296,8859,21.2271062271062
4675.0,109107.0,2713.0,0.896409872849663,0.0306469920544835,0.8302561048243,0.0259684972328651,2819.0,14871.0,4664.0,43065,25.0
3480.0,37460.0,4625.0,0.532538659793814,0.5885,0.330897009966777,0.107574094401756,2528.0,15596.0,4963.0,33610,20.1770451770452
5287.0,120262.0,2635.0,0.881721890277023,0.0683875293328864,0.866426756985605,0.0505952380952381,2098.0,13844.0,3824.0,46037,23.4200244200244
2294.0,108736.0,13265.0,0.922141119221411,0.49906191369606,0.901743264659271,0.0418704754451184,1861.0,24912.0,7492.0,10021,20.9340659340659
6058.0,75281.0,3223.0,0.780551905387648,0.163227016885553,0.829745596868884,0.0818656229615134,3766.0,18662.0,5615.0,78641,21.6910866910867
2033.0,52500.0,2959.0,0.781962864721485,0.50440642820114,0.826825127334465,0.121687398593835,1532.0,11050.0,4526.0,53406,20.6
657.0,32932.0,1187.0,0.524176594253679,0.816625916870416,0.462162162162162,0.0846153846153846,517.0,3685.0,1324.0,43935,19.0
546.0,35481.0,2138.0,0.632821723730815,0.636170212765957,0.369565217391304,0.12881679389313,433.0,4470.0,1353.0,77003,21.1294261294261
1653.0,52978.0,1961.0,0.630410654827969,0.140888208269525,0.601259181532004,0.0818858560794045,1478.0,8342.0,3250.0,44001,23.0
519.0,31300.0,625.0,0.381851400730816,0.432249322493225,0.677295918367347,0.109180204004533,464.0,2739.0,1131.0,38544,19.0
2986.0,21000.0,2375.0,0.275321417372217,0.822510822510823,0.486732673267327,0.0902801798685576,1479.0,9139.0,2299.0,77033,16.7582417582418
511.0,43337.0,520.0,0.452870608397601,0.227598566308244,0.590277777777778,0.108547456738332,341.0,1954.0,582.0,47220,21.7472527472527
2046.8300628578745,94404.0,2568.1228805289616,0.752221375983752,0.0119940029985007,0.789149198520345,0.078740157480315,1441.0497237864727,9012.283101544901,2956.2804343738985,7930,24.4261294261294
4931.0,45575.0,1807.0,0.261627906976744,0.569460842188115,0.592180653859117,0.214005235602094,1881.0,11234.0,2615.0,60110,18.8
987.0,38274.0,761.0,0.408862876254181,0.328571428571429,0.615975422427035,0.101052631578947,638.0,3310.0,924.0,77625,19.2002442002442
1356.0,41490.0,1868.0,0.682403433476395,0.320582877959927,0.562169312169312,0.0750798722044728,897.0,6422.0,2301.0,53190,23.5
290.0,42500.0,239.0,0.476155539251651,0.25531914893617,0.838518518518519,0.0777777777777778,172.0,1131.0,430.0,46929,22.8583638583639
2046.8300628668494,99196.0,2568.122880540645,0.775677378701953,0.228571428571429,0.941230486685032,0.06511175898931,1441.0497237668321,9012.283101543579,2956.280434369695,2155,21.5689865689866
913.0,47548.59688209251,1091.0,0.48933932150791315,0.614074914869467,0.6021130311227505,0.11284963180203844,635.0,3638.0,999.0,48915,16.2
1166.0,46393.0,2244.0,0.638312351139844,0.220472440944882,0.571589627959414,0.0710144927536232,1066.0,8064.0,3588.0,54235,24.0
3276.0,21130.0,8839.0,0.67861482381531,0.523338048090523,0.427751196172249,0.0973496432212028,3556.0,24698.0,9027.0,65807,21.1
383.0,36818.0,327.0,0.480286738351254,0.428571428571429,0.61566265060241,0.136954858454476,208.0,1399.0,481.0,45771,19.0
1046.0,44490.0,1166.0,0.464867180805484,0.509933774834437,0.663241106719368,0.0664556962025316,683.0,4502.0,1607.0,78336,19.5665445665446
1734.0,37608.0,2266.0,0.573356807511737,0.606010016694491,0.653465346534653,0.11952744961779,1448.0,8669.0,3221.0,27577,19.2979242979243
1632.0,49530.0,1804.0,0.606583072100313,0.404151404151404,0.794889038332212,0.0459183673469388,1124.0,7261.0,2701.0,45895,23.0
4199.0,47981.0,2021.0,0.546031746031746,0.269798657718121,0.581609195402299,0.0819672131147541,2461.0,12429.0,3748.0,32065,21.9108669108669
3419.0,78393.0,4573.0,0.866261398176292,0.090377873003506,0.823989569752282,0.0840890354492993,2314.0,15252.0,4946.0,77024,25.2075702075702
2066.0,86071.0,2791.0,0.881136950904393,0.503764544832307,0.868250539956803,0.031657355679702,1648.0,10146.0,3641.0,76012,21.5934065934066
2461.0,41898.0,1976.0,0.45822102425876,0.645953002610966,0.624613003095975,0.0479704797047971,1365.0,8847.0,3045.0,33570,17.4908424908425
2204.0,93661.0,1511.0,0.94259988745076,0.0403167746580274,0.947176684881603,0.0536298234139961,1315.0,7653.0,2623.0,15241,25.4273504273504
3012.0,25583.0,3758.0,0.447672105053721,0.998070739549839,0.448275862068966,0.284687920969915,2508.0,12544.0,3266.0,30274,16.9291819291819
369.0,40469.0,327.0,0.46529705719045,0.346560846560847,0.679041916167665,0.059469941822883,203.0,1421.0,522.0,65604,20.2
1180.0,31086.0,2493.0,0.584365655702691,0.289676425269646,0.347776510832383,0.128205128205128,905.0,7513.0,2935.0,49431,20.0
5689.0,58792.0,4201.0,0.764542936288089,0.228122344944775,0.657764589515331,0.0362400906002265,4119.0,20405.0,6396.0,32765,22.8632478632479
4099.0,95224.0,2610.0,0.828370156900416,0.150973172014729,0.896596017983301,0.0525272547076313,2710.0,14924.0,5505.0,63304,22.0
4752.0,101042.0,5129.0,0.794659646483641,0.433748912728327,0.931210191082803,0.0570824524312896,2452.0,17652.0,5319.0,77040,22.1306471306471
208.0,51875.0,213.0,0.565310492505353,0.25177304964539,0.683716965046888,0.0651387213510253,188.0,904.0,295.0,53576,22.1
2046.8300628686902,90606.0,2568.1228805703754,0.821333333333333,0.0754138565297364,0.805283018867925,0.103911980440098,1441.049723736153,9012.28310154425,2956.28043436897,2038,23.8156288156288
2532.0,44410.0,3525.0,0.42886282508924,0.389261744966443,0.661073825503356,0.13810110974106,2424.0,12912.0,4431.0,28677,19.3956043956044
2046.8300628611078,114757.0,2568.1228805308133,0.844341607067732,0.00368324125230203,0.917637271214642,0.0778280542986425,1441.0497237817751,9012.283101544883,2956.280434372939,7649,24.1330891330891
176.0,62679.0,223.0,0.465392781316348,0.842391304347826,0.857621440536013,0.0534575772437469,122.0,859.0,338.0,45334,21.0
691.0,67989.0,507.0,0.559075071270193,0.404554588077696,0.867558528428094,0.0684326710816777,522.0,2423.0,703.0,64058,21.0
520.0,34349.0,906.0,0.390228625117444,0.429155313351499,0.4970703125,0.160997732426304,607.0,3348.0,1315.0,42748,20.9
9600.0,64074.0,3179.0,0.534409423055949,0.582842415316642,0.726240721874545,0.0672939494997618,4186.0,23046.0,6081.0,77433,19.2002442002442
4518.0,29038.0,5822.0,0.451351351351351,0.968553459119497,0.350993377483444,0.0878425860857344,3330.0,19903.0,6233.0,30906,16.8070818070818
380.0,68953.0,193.0,0.554855817036792,0.275,0.75864406779661,0.05564451561249,261.0,1501.0,667.0,75173,21.6910866910867
1639.0,67853.0,1488.0,0.668946223189307,0.346246973365617,0.894965817277812,0.11468200270636,1064.0,6511.0,2320.0,34480,21.3736263736264
604.0,38125.0,880.0,0.487955528103768,0.478527607361963,0.572005383580081,0.147401086113266,438.0,3242.0,1320.0,49651,18.6
2046.8300628916004,55611.0,2568.1228806037093,0.694676409185804,0.635933806146572,0.646258503401361,0.133182844243792,1441.0497236828294,9012.28310154189,2956.2804343593957,7305,16.2698412698413
3367.0,68824.0,4453.0,0.702732761360025,0.255694760820046,0.708080808080808,0.0649884830536361,2997.0,16420.0,5603.0,47909,21.1440781440781
114.0,41724.0,85.0,0.367235494880546,0.450624290578888,0.759933774834437,0.100324939073924,173.0,664.0,292.0,40144,19.9
3601.0,36660.0,3378.0,0.641963727329581,0.784886927744071,0.311464968152866,0.153529814941741,1830.0,12776.0,3967.0,33309,18.0525030525031
1501.0,61739.0,1918.0,0.589262613195343,0.861471861471861,0.608433734939759,0.152821591307396,1147.0,6819.0,2253.0,48240,12.5
209.0,89552.0,251.0,0.608049311094996,0.155251141552511,0.824018126888218,0.0270011489850632,86.0,841.0,295.0,82732,19.8
308.0,37500.0,310.0,0.355466514024041,0.377906976744186,0.764604810996564,0.0490856592877767,234.0,1322.0,470.0,65652,22.8
2046.830062855849,81000.0,2568.1228805034493,0.59967118783395,0.164359861591695,0.747102212855637,0.19592010199745,1441.0497238134137,9012.283101546416,2956.2804343768253,7843,21.3980463980464
1526.0,72083.0,1031.0,0.859495060373216,0.0627687016337059,0.772408963585434,0.0555767034640274,920.0,5494.0,2017.0,48130,23.3
924.0,30475.0,3047.0,0.705838876570584,0.352014010507881,0.412825651302605,0.0894187779433681,954.0,7435.0,2510.0,61455,21.4
1624.0,41667.0,3531.0,0.685544554455446,0.342710997442455,0.42907180385289,0.0884531590413943,1687.0,11741.0,4899.0,54494,22.2
2111.0,57207.0,3567.0,0.686131386861314,0.351709699930216,0.577565632458234,0.100354789660416,1484.0,11441.0,4279.0,98498,20.1526251526252
498.0,41382.0,531.0,0.481481481481481,0.33419689119171,0.642939150401837,0.0953791469194313,331.0,1999.0,639.0,15714,20.030525030525
533.0,60536.0,500.0,0.414814814814815,0.665480427046263,0.758150113722517,0.0693747147421269,301.0,2004.0,670.0,78059,16.9291819291819
805.0,31125.0,877.0,0.434234234234234,0.580536912751678,0.649880095923261,0.0567375886524823,637.0,3751.0,1432.0,41472,18.4
1826.0,59345.0,2455.0,0.616551724137931,0.37761601455869,0.824489795918367,0.0704225352112676,1451.0,9063.0,3331.0,48088,18.8
2046.830062869658,40733.0,2568.122880552413,0.545593285005723,0.400903444381705,0.46866485013624,0.0737600678253497,1441.049723752804,9012.28310154292,2956.2804343680323,7601,20.2991452991453
1088.0,87992.0,960.0,0.752399232245681,0.134511913912375,0.797483523067705,0.0635751682872102,659.0,4563.0,1856.0,44056,22.0
6959.0,57792.0,1803.0,0.601294008906815,0.747630331753555,0.74661487236404,0.0753754048483659,3143.0,15175.0,3270.0,79928,16.4163614163614
711.0,44063.0,2770.0,0.577916295636687,0.353968253968254,0.705583756345178,0.223901098901099,509.0,7439.0,3449.0,34224,22.8388278388278
3164.0,36757.0,3825.0,0.646087580760948,0.756671899529042,0.283928571428571,0.110125646711013,2091.0,12502.0,3422.0,48021,15.6
3260.0,34768.0,5620.0,0.554680664916885,0.576345984112974,0.677206851119895,0.0938628158844765,2925.0,18037.0,6232.0,42301,18.6
3123.0,32054.0,3852.0,0.337219730941704,0.700652528548124,0.561904761904762,0.0541813898704358,2559.0,13521.0,3987.0,70058,17.0
604.0,45231.0,727.0,0.702033271719039,0.212121212121212,0.783824640967498,0.0114942528735632,429.0,2959.0,1199.0,53533,23.8
1721.0,56250.0,2144.0,0.477611940298507,0.310521813515825,0.730926989335521,0.0403348554033486,1459.0,8421.0,3097.0,40342,18.7
3109.0,33125.0,5496.0,0.474335188620903,0.746835443037975,0.581423401688782,0.0973645680819912,2242.0,15542.0,4695.0,18702,18.3943833943834
4231.0,30231.0,6159.0,0.514809590973202,0.324146981627297,0.257352941176471,0.132510729613734,2861.0,20074.0,6823.0,42701,21.4
826.0,48333.0,1424.0,0.697125256673511,0.350378787878788,0.61283185840708,0.0911983032873807,511.0,4239.0,1478.0,62863,18.4
2905.0,65305.0,3122.0,0.522872032426173,0.34698275862069,0.682242990654206,0.123784834737524,2540.0,13318.0,4751.0,19606,19.1514041514042
6037.0,41136.0,7152.0,0.614935822637106,0.38319783197832,0.536054421768707,0.0756906077348066,4224.0,24913.0,7500.0,75067,20.8852258852259
181.0,43897.0,170.0,0.495880535530381,0.251851851851852,0.720710059171598,0.0510783200908059,123.0,747.0,273.0,45871,24.0
434.0,40435.0,438.0,0.375619425173439,0.796923076923077,0.280733944954128,0.164161849710983,262.0,1563.0,429.0,70788,18.9
130.0,30716.0,236.0,0.472602739726027,0.281818181818182,0.565157750342936,0.0855614973262032,125.0,847.0,356.0,16258,21.1782661782662
186.0,50161.0,357.0,0.545161290322581,0.305084745762712,0.74824355971897,0.0400250156347717,122.0,1036.0,371.0,82426,18.6
2045.0,44073.0,3582.0,0.794871794871795,0.273177636234961,0.610997963340122,0.1494140625,1747.0,11392.0,4018.0,98466,22.8388278388278
2347.0,85156.0,3328.0,0.764159702878366,0.269885376866968,0.725743855109961,0.0754257907542579,2000.0,11695.0,4020.0,60516,21.9
4254.0,98871.0,2807.0,0.920568927789934,0.0870488322717622,0.865810451727192,0.0459255770136599,2333.0,14678.0,5284.0,43017,25.0
1010.0,68015.0,606.0,0.69829619921363,0.146596858638743,0.786861313868613,0.0670553935860058,599.0,3431.0,1216.0,78642,22.3260073260073
2000.0,33171.0,5246.0,0.673428798727128,0.603217158176944,0.527522935779816,0.0364650364650365,2291.0,14463.0,4926.0,40220,16.6
2046.830062862743,151250.0,2568.1228804913003,0.921005385996409,0.0470139771283355,0.978181818181818,0.0458754208754209,1441.04972381919,9012.283101545083,2956.280434374103,7869,24.1086691086691
5280.0,28015.0,9967.0,0.472695584817971,0.772209567198178,0.258130918073281,0.169593345656192,4742.0,28537.0,8548.0,10463,15.6349206349206
271.0,58446.0,338.0,0.749200098449422,0.293853073463268,0.819128787878788,0.0362708221386351,119.0,1123.0,395.0,44264,22.0
3055.0,89917.0,3724.0,0.76016576016576,0.127049180327869,0.86603668704836,0.0549418604651163,1758.0,13358.0,4821.0,53132,23.6
2409.0,37031.0,3955.0,0.492988133764833,0.79957805907173,0.723502304147465,0.072,1974.0,13313.0,4975.0,15001,17.002442002442
1232.0,54451.0,993.0,0.408303249097473,0.223123732251521,0.650329877474081,0.0416364952932657,624.0,5092.0,2243.0,17557,21.5934065934066
362.0,31510.0,668.0,0.508104738154613,0.433333333333333,0.599383667180277,0.106780982073266,305.0,2121.0,786.0,62644,19.0
2046.8300628576535,33750.0,2568.1228805229634,0.453766074709124,0.258536585365854,0.379446640316206,0.119946091644205,1441.0497237925554,9012.283101544679,2956.2804343740295,28235,23.7667887667888
345.0,42874.0,940.0,0.329722091380122,0.258241758241758,0.714685314685315,0.109538461538462,336.0,2865.0,1244.0,43724,20.0
405.0,54207.0,447.0,0.620903454384411,0.208459214501511,0.608450704225352,0.0329341317365269,284.0,1869.0,733.0,54667,21.0
1406.0,32247.0,1751.0,0.401318071453347,0.458208955223881,0.600973236009732,0.136054421768707,685.0,6194.0,2352.0,32433,16.8315018315018
8015.0,21360.0,1450.0,0.156366542354822,0.96875,0.772469008264463,0.190462172505152,2626.0,15286.0,3195.0,78574,19.2002442002442
1101.0,42378.0,1996.0,0.480696798493409,0.284552845528455,0.554884189325277,0.0918163672654691,873.0,6492.0,2522.0,53566,22.7
1064.0,54208.0,1198.0,0.640316205533597,0.349372384937238,0.802364864864865,0.0980662983425414,810.0,4967.0,1895.0,16428,21.959706959707
701.0,41410.0,938.0,0.529317909852413,0.247349823321555,0.687819856704197,0.128143133462282,533.0,3181.0,1009.0,48039,21.3
285.0,48125.0,374.0,0.602948920484465,0.365030674846626,0.701017811704835,0.029228855721393,250.0,1490.0,581.0,61448,19.9
714.0,35086.0,880.0,0.409500693481276,0.501149425287356,0.653497409326425,0.0540322580645161,342.0,2769.0,833.0,77465,19.1025641025641
922.0,71410.0,1456.0,0.317105613194999,0.325862068965517,0.76271186440678,0.0550795593635251,699.0,5039.0,1962.0,15370,21.007326007326
800.0,47295.0,1474.0,0.623237450648618,0.3632,0.733612273361227,0.0690310322989234,470.0,4303.0,1559.0,61301,19.7
3393.0,36157.0,8990.0,0.449564134495641,0.53968253968254,0.581501831501832,0.140058765915769,3821.0,24922.0,8718.0,30080,20.006105006105
2173.0,50687.0,3352.0,0.568181818181818,0.225118483412322,0.724066390041494,0.0593512767425811,1886.0,11494.0,4083.0,17815,22.3992673992674
2928.0,51678.0,4453.0,0.645809632157755,0.708181344450235,0.354671280276817,0.119047619047619,2754.0,14369.0,4234.0,38116,16.7
2046.8300628692732,79688.0,2568.122880577675,0.784496622708266,0.134883720930233,0.807448494453249,0.0878401653461936,1441.0497237283705,9012.28310154361,2956.280434367884,1754,22.1550671550672
1167.0,26196.0,2928.0,0.503605422555524,0.589424572317263,0.526007802340702,0.104638009049774,1165.0,8092.0,2832.0,32217,17.1489621489621
2513.0,48958.0,1977.0,0.532734274711168,0.313817330210773,0.731735159817352,0.0775681341719078,1470.0,9315.0,3355.0,28112,20.030525030525
657.0,47470.0,1108.0,0.729166666666667,0.222943722943723,0.707740916271722,0.0652019844082211,500.0,3945.0,1680.0,16901,21.2271062271062
2046.8300628733377,85221.0,2568.1228805164988,0.646692607003891,0.351920693928129,0.496688741721854,0.2341824157765,1441.0497237852094,9012.283101546212,2956.280434371753,8046,17.026862026862
7305.0,72707.0,3492.0,0.825563325563326,0.512571680635201,0.775647171620326,0.101553166069295,3443.0,21659.0,7419.0,30127,18.9316239316239
2773.0,52153.0,2311.0,0.56,0.395604395604396,0.732075471698113,0.0883190883190883,1582.0,10099.0,3433.0,64012,21.6
2046.8300628508714,68929.0,2568.1228805019687,0.549604519774011,0.207792207792208,0.823253082795067,0.0774419185610792,1441.049723819019,9012.283101544475,2956.2804343761104,1436,21.0805860805861
3969.0,79844.0,3730.0,0.637658837119754,0.225230769230769,0.745749613601236,0.111612638489947,2372.0,15718.0,5647.0,98223,22.3504273504273
1767.0,41169.0,4770.0,0.585310734463277,0.526119402985075,0.523943661971831,0.1004851004851,1780.0,12701.0,4384.0,44128,16.0
121.0,51763.0,73.0,0.555222088835534,0.214285714285714,0.779874213836478,0.0541538461538462,64.0,414.0,156.0,53554,21.4
2046.8300628626075,98661.0,2568.1228804966627,0.667582417582418,0.335625859697387,0.851132686084142,0.0621428571428571,1441.0497238138266,9012.283101543971,2956.2804343727507,7095,20.2747252747253
2488.0,92356.0,4128.0,0.808621636463482,0.0682004930156122,0.974946313528991,0.048396674584323,1707.0,13657.0,5334.0,53151,24.7
8936.0,25563.0,2973.0,0.282364933741081,0.808791208791209,0.609972677595628,0.0995850622406639,4190.0,21433.0,5334.0,78577,19.0537240537241
174.0,36657.0,219.0,0.550324675324675,0.562874251497006,0.523114355231144,0.0946579194001874,72.0,749.0,284.0,78881,16.4652014652015
2397.0,80027.0,1364.0,0.691597414589104,0.42,0.834910620399579,0.0252596126859388,804.0,6332.0,1767.0,78653,19.2002442002442
583.0,55273.0,531.0,0.805054151624549,0.144859813084112,0.844621513944223,0.0191725529767911,279.0,2129.0,736.0,16142,21.8376068376068
